Gender,Partner,Dependents,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Churn
Female,Yes,No,0,1,89.55,89.55,0
Male,Yes,No,0,58,38.66,1997.0718034827194,0
Female,No,No,0,57,49.97,3070.55485944784,0
Male,Yes,Yes,1,56,87.76,5254.389883459882,0
Male,Yes,No,0,16,59.07,387.18682137476094,0
Male,Yes,Yes,1,25,30.61,573.9492357460839,0
Male,No,Yes,0,16,58.87,1220.3453037064367,0
Female,No,No,0,7,77.45,0.0,1
Female,Yes,No,0,16,36.23,374.0774535239113,0
Female,No,No,0,28,106.53,3368.011172254969,1
Female,Yes,No,0,53,75.44,3722.982768562857,0
Female,No,No,0,2,80.34,921.0116730662878,0
Male,Yes,No,0,27,27.99,1513.0007938913996,0
Female,No,No,0,52,120.0,6211.957269456295,0
Male,Yes,No,0,68,54.6,4420.422606419814,0
Male,No,Yes,0,55,78.8,4954.49028001005,1
Female,Yes,No,0,15,90.47,1065.8801889615233,0
Male,Yes,No,0,31,60.64,2424.386125980522,1
Male,No,No,0,57,43.55,2784.077443976482,0
Female,Yes,No,0,11,63.79,866.4306637515766,0
Female,Yes,Yes,1,7,44.66,722.7397254812258,0
Female,Yes,Yes,0,11,66.2,795.9285711589922,0
Male,Yes,No,0,4,88.08,208.56171101716834,0
Female,No,Yes,0,69,19.43,688.237910328923,0
Female,Yes,No,0,25,84.81,2048.8880733426845,0
Male,Yes,Yes,0,2,69.15,0.0,0
Female,Yes,Yes,0,37,82.95,2456.3575776308853,0
Male,Yes,No,0,16,83.82,2314.685990167425,0
Male,No,Yes,0,57,88.92,4590.92253013745,1
Female,No,Yes,0,29,120.0,3542.5816483727544,0
Male,Yes,Yes,0,56,63.78,3325.450929945491,0
Male,No,Yes,0,1,83.08,83.08,0
Female,No,Yes,0,32,32.33,512.7785208600548,1
Female,Yes,No,0,23,93.14,1400.6721289136385,0
Female,No,Yes,0,70,77.36,5027.329872679622,0
Male,No,No,0,13,50.05,868.2614503344986,0
Male,No,No,0,67,33.24,1811.2280973761617,0
Female,No,No,0,14,50.42,705.8778506901753,0
Female,Yes,No,0,15,54.01,719.3371987671372,0
Female,Yes,Yes,1,24,70.36,2579.8997065462536,0
Male,No,Yes,0,23,66.27,760.9859546110829,0
Female,Yes,No,1,36,73.38,2635.020931926565,1
Male,Yes,No,1,15,95.03,1316.2826580711646,0
Female,No,Yes,0,64,78.85,6121.172431413924,0
Male,No,No,0,39,71.2,2933.030055926961,0
Male,Yes,No,0,29,95.96,3399.3674976981383,1
Female,Yes,No,0,44,120.0,5232.5055498607235,1
Male,Yes,No,0,2,49.21,298.10080585486855,0
Male,Yes,Yes,1,68,57.57,4049.4682065579645,0
Female,No,No,0,5,75.1,63.10588587132787,0
Female,No,No,0,3,82.56,101.204226714817,1
Male,No,No,0,2,80.18,0.0,0
Male,Yes,No,0,13,44.06,895.567183898467,0
Male,No,No,0,21,70.94,1172.6963865582677,0
Female,No,No,0,56,78.27,4875.418225645894,0
Male,No,No,0,54,83.4,4408.582764551498,0
Male,No,No,0,33,99.56,2762.500852321456,1
Female,No,Yes,0,72,114.13,8000.0,0
Female,No,Yes,1,49,47.21,2354.605184496368,0
Female,Yes,No,1,4,57.72,64.33218163668423,0
Female,No,No,0,58,72.04,4141.722497791759,0
Female,No,No,0,13,86.25,1089.5926892939763,1
Male,No,No,0,34,67.47,2850.452980708978,1
Male,No,No,0,51,23.1,601.9860948546901,0
Male,No,No,0,68,91.36,6288.758685078141,1
Female,No,No,0,37,89.02,3886.584967385694,1
Female,Yes,No,0,54,69.51,3999.1309272277126,0
Female,No,Yes,0,20,33.86,678.9867559663535,0
Male,No,Yes,0,56,58.2,3442.5831160834755,0
Female,No,No,1,27,99.44,2845.2391917571304,0
Female,Yes,Yes,0,19,102.97,2280.9681574867204,0
Female,No,No,0,20,57.97,30.50711672260013,0
Male,No,No,0,16,67.46,202.11074516848737,1
Female,No,Yes,0,3,96.67,475.23727301912425,0
Female,No,Yes,0,40,18.0,18.572908180890522,0
Male,No,No,0,48,87.0,5029.807359276114,0
Female,No,No,0,41,78.99,3193.810837458417,0
Female,Yes,Yes,0,21,85.8,1483.0651198610688,0
Female,No,No,0,26,66.26,2181.268123899606,0
Male,No,Yes,0,31,56.97,2985.4924895971944,0
Female,Yes,No,0,64,72.02,4542.92441550785,0
Female,Yes,No,0,70,65.88,3611.947626278541,1
Male,No,No,1,32,81.77,1256.7146926085313,1
Male,Yes,No,0,26,69.32,1981.371806659769,0
Female,Yes,No,0,24,97.45,1411.5667197261278,0
Male,No,No,1,45,69.39,3271.893816590022,0
Female,No,No,0,26,57.08,613.189726455046,0
Male,Yes,No,1,67,62.56,4736.03680011412,1
Female,No,No,0,46,74.84,3745.7961723315902,0
Female,No,No,0,58,77.03,4303.833959206784,0
Female,No,Yes,0,36,43.75,2180.7359674518484,0
Male,Yes,No,0,33,20.01,31.910621580002157,0
Male,No,No,0,57,27.68,1521.35629150352,0
Female,Yes,No,0,32,78.47,2365.842285128404,0
Female,No,No,0,25,79.08,1540.1121859379336,0
Female,No,No,0,32,107.85,2235.683701434412,1
Female,Yes,No,1,22,53.38,1024.6293235420865,1
Male,Yes,No,0,28,39.29,345.20129132945885,1
Male,Yes,No,0,26,116.73,3554.64566624466,0
Female,No,Yes,0,59,78.74,4066.963782128263,1
Male,No,Yes,0,12,58.96,540.225879406493,0
Male,No,Yes,1,40,69.59,2660.2712315953922,1
Male,Yes,No,0,34,33.22,1030.5992866675358,1
Female,No,No,0,64,32.21,2381.0997684107556,0
Female,No,Yes,0,36,73.27,2704.9017530421393,0
Male,No,No,0,37,92.97,2992.309083578243,0
Male,Yes,No,0,65,51.83,2904.207454180132,0
Female,No,No,0,61,53.99,2832.716775999043,0
Female,Yes,No,0,28,83.65,2717.4475083146162,0
Female,Yes,No,0,5,61.15,968.3296403723073,0
Male,Yes,Yes,1,52,73.89,3466.081033126385,0
Male,Yes,No,0,64,32.61,2046.5317632520737,0
Male,Yes,No,0,37,99.32,4399.363436700032,0
Female,No,No,0,14,120.0,2369.157256754729,0
Female,Yes,Yes,0,3,52.46,0.0,0
Female,No,Yes,0,13,89.82,946.0514203421358,1
Female,Yes,No,0,64,64.75,3780.3684605530825,0
Female,No,No,1,3,87.9,242.89745226908212,0
Male,Yes,No,1,28,91.02,2670.4133273178873,0
Male,No,No,0,3,60.82,335.0754623315644,0
Male,Yes,No,0,44,45.63,1896.7616474325325,0
Female,Yes,No,0,4,44.04,105.53633999788705,0
Male,No,Yes,0,8,75.44,729.0686085494606,0
Female,Yes,No,0,30,20.18,1025.5197827130976,0
Male,No,No,0,16,35.41,1027.2011118482446,0
Male,No,No,1,17,71.81,371.5204511881461,0
Female,No,No,0,66,32.42,2140.445223542124,0
Male,Yes,No,0,36,100.47,3495.014185071416,0
Male,No,No,1,65,35.21,2015.7436726776425,0
Male,No,No,0,71,73.48,4681.448257445234,0
Male,Yes,Yes,0,9,22.81,0.0,0
Male,Yes,No,0,27,81.37,1952.6446124438855,0
Male,Yes,No,0,14,18.0,0.0,0
Male,Yes,No,0,19,32.16,114.21391231221537,0
Female,No,No,1,41,63.28,3123.621612521496,0
Male,No,Yes,0,65,84.88,5837.471627797429,0
Female,Yes,No,0,47,104.47,4683.864244719116,0
Male,Yes,No,0,57,64.2,3653.0353628346484,0
Female,Yes,No,1,8,39.46,587.4288967509449,1
Female,Yes,No,0,48,78.78,3717.8778719101347,0
Male,Yes,Yes,0,7,61.9,911.2085266037318,1
Female,Yes,No,1,50,20.95,672.5047704043573,0
Female,Yes,No,0,10,79.32,433.20574393653203,0
Male,No,No,0,7,71.73,81.40344884551826,1
Female,No,No,0,41,42.23,1341.7271917063224,1
Male,No,No,0,34,78.78,2854.3056283831,0
Female,No,Yes,0,51,94.91,5349.004604609143,0
Female,Yes,No,0,56,39.24,2752.978795645236,0
Female,No,No,0,13,120.0,1691.8410149785607,1
Female,Yes,No,0,31,39.07,1865.375392891761,0
Male,No,Yes,0,20,84.83,1750.989814656972,0
Male,Yes,No,0,19,24.37,624.6470572331083,1
Male,Yes,No,0,12,49.61,222.3316435683348,1
Male,Yes,No,0,41,55.79,2415.2194982869078,1
Male,Yes,No,0,52,47.97,4200.3163947349185,1
Female,Yes,No,0,29,68.32,1486.0930734993497,0
Male,Yes,No,0,46,52.29,1949.3426814552724,1
Female,No,Yes,0,71,106.41,6968.589965310791,0
Male,Yes,No,1,46,75.51,3300.217375017587,1
Male,No,No,0,15,112.75,1019.7096057211141,0
Male,No,No,0,4,89.58,229.35142602708748,0
Male,Yes,No,0,49,112.61,5201.027213631916,0
Female,No,No,0,31,63.6,2036.991715254614,0
Male,No,No,0,16,101.53,2048.0920305413415,0
Female,No,Yes,1,36,53.38,1777.0887050097695,0
Female,Yes,No,0,46,73.57,3553.8850340756057,0
Male,Yes,No,1,32,72.96,2488.277405166742,0
Female,No,No,0,28,18.0,0.0,0
Female,Yes,Yes,1,51,90.9,4643.773943674642,1
Male,Yes,No,1,34,55.17,2318.98536079817,0
Female,Yes,No,1,48,84.22,3888.602105632951,0
Male,No,No,0,13,108.52,1674.585067405917,0
Male,Yes,Yes,0,50,42.48,2700.0583766168543,1
Female,No,No,0,25,81.09,1612.332044808749,0
Female,Yes,No,0,62,76.49,4937.706843813668,1
Female,No,No,0,67,66.66,4725.140353914139,0
Female,Yes,No,0,57,90.99,5920.2763732498515,1
Female,Yes,Yes,0,62,81.88,4869.975851407013,0
Female,Yes,No,0,34,18.16,1205.9563886803435,0
Female,Yes,No,0,38,69.16,2397.985029171088,1
Male,Yes,No,0,51,65.46,3542.5010867343335,0
Male,Yes,Yes,0,55,82.64,3948.5135499334015,0
Male,No,No,0,38,93.68,3805.69008128147,1
Female,No,No,1,42,97.21,4075.9783351280876,1
Female,No,No,0,28,44.48,608.96365776858,0
Female,No,Yes,0,32,108.33,3617.5151491357788,0
Male,No,No,0,69,90.11,5962.86880666363,0
Male,Yes,No,0,8,77.18,380.77673098921986,0
Male,No,No,0,23,105.5,2393.5861228889976,0
Female,No,Yes,0,21,48.1,1280.6632600828386,0
Male,No,No,0,32,109.64,3784.936634276419,0
Male,No,No,0,43,110.53,4919.232309364547,1
Female,No,No,0,32,107.37,3789.3288857140737,1
Male,No,No,0,20,95.16,1877.0638716273827,0
Male,No,No,1,12,63.2,780.7230910937961,1
Male,No,Yes,0,17,92.06,1415.9898104729834,0
Female,Yes,No,0,9,114.64,1380.1831869725897,0
Male,No,No,1,68,36.93,2193.877524872429,1
Female,No,No,0,14,75.65,1351.0506811433281,0
Female,Yes,No,0,50,73.8,3938.499304006293,0
Male,No,No,0,68,107.53,7159.187880953731,1
Male,No,No,0,59,110.44,6203.367600035864,1
Female,Yes,No,0,70,61.13,4193.436375519448,0
Female,Yes,No,0,72,48.77,4330.516299280985,0
Female,Yes,No,0,18,77.17,615.8385700948818,0
Female,No,Yes,0,36,67.99,2792.3245673706538,0
Female,Yes,No,0,72,65.81,4641.104017061384,0
Male,No,No,0,29,23.28,870.9449040412134,1
Female,No,Yes,0,29,70.81,1380.0244315454863,0
Male,Yes,No,0,54,48.62,1458.680152220487,0
Female,Yes,No,0,18,117.69,1035.8987339474227,0
Male,No,No,0,71,72.98,4872.937645116178,0
Female,No,No,0,33,88.84,3400.5740485454485,0
Male,Yes,No,0,64,85.59,5802.164620667353,0
Male,No,No,0,8,74.71,200.02275213651842,0
Female,No,No,0,31,40.29,1736.3456392243318,0
Female,No,Yes,0,58,91.17,6377.778232655825,1
Male,Yes,No,1,57,58.25,3096.8353735717556,0
Male,Yes,No,0,42,18.0,1014.4090489731084,0
Male,No,No,0,1,93.63,93.63,1
Female,Yes,No,1,55,55.06,3166.363760611256,0
Female,Yes,No,0,28,72.22,2123.6133038850894,1
Female,Yes,No,0,56,91.71,4491.90478635622,1
Female,No,Yes,0,16,47.22,493.11819616016965,0
Male,Yes,Yes,0,34,89.36,1969.5020963337677,1
Female,Yes,No,0,13,108.96,1283.7934100310772,0
Female,No,No,0,69,65.36,5329.24979335185,0
Female,Yes,No,0,45,96.99,3537.632382514648,0
Female,Yes,Yes,0,46,41.52,1377.0167579931194,0
Female,No,No,0,2,56.29,0.0,1
Male,Yes,No,1,43,85.87,3436.9152799149265,0
Female,No,Yes,0,28,86.16,2415.7557801698936,0
Male,Yes,No,1,2,43.21,921.2803711445966,0
Female,Yes,No,0,17,98.88,2053.333803315164,0
Female,No,No,0,29,68.04,3117.8689696950078,0
Female,No,No,0,5,71.78,610.7466879979271,1
Female,Yes,No,0,38,77.25,2891.6040382788706,1
Male,No,No,0,4,66.88,0.0,0
Male,Yes,Yes,1,30,90.28,3121.1138232323074,0
Female,Yes,No,0,49,91.75,4851.156577588264,0
Male,Yes,No,0,22,88.83,2098.334486810933,0
Male,No,No,0,19,93.46,2403.9172104551108,1
Female,Yes,No,1,12,35.81,123.02752121511139,0
Male,Yes,No,1,36,69.59,3048.109389869028,0
Male,No,No,0,12,87.04,538.5114339513277,1
Female,Yes,Yes,1,28,99.39,3466.9422127923376,0
Female,Yes,Yes,0,8,83.35,679.6656675138636,0
Male,Yes,No,1,59,18.66,1575.4695235563242,0
Female,No,No,0,70,46.75,3046.1280091199947,0
Female,Yes,Yes,0,62,112.34,7117.953648737705,0
Female,No,No,0,34,68.42,1699.3459205068575,0
Male,Yes,No,0,25,76.2,2377.8811596116425,0
Female,Yes,No,0,66,83.78,5469.139359727053,0
Female,No,Yes,0,18,114.67,2101.3339943261967,0
Male,No,Yes,0,20,106.67,1910.3917983985664,1
Male,Yes,No,0,71,61.2,4625.048592314177,0
Male,No,No,0,45,82.47,3178.6893850000342,0
Male,Yes,No,0,62,96.56,6289.009703556538,1
Male,No,No,0,39,65.96,3109.1737948324844,0
Female,No,No,1,59,43.31,3091.7286869517966,0
Male,Yes,Yes,0,19,72.45,1968.747775971639,0
Female,No,No,0,43,18.0,1630.3053889195508,0
Male,Yes,Yes,0,31,53.35,2313.2046280194545,0
Female,Yes,No,0,38,97.91,3246.7291769232716,0
Female,Yes,No,0,70,63.43,4174.621076032666,0
Male,No,Yes,0,67,79.33,5486.904949736793,0
Male,Yes,No,0,13,93.62,1873.7696653262833,1
Male,No,Yes,0,42,71.3,3331.5082083981374,0
Male,No,No,1,64,99.01,6732.609005615676,1
Male,No,No,0,64,90.2,5435.2171452914945,0
Male,No,No,0,1,61.01,61.01,0
Female,Yes,Yes,0,67,37.98,3179.057748091649,0
Female,No,Yes,0,47,46.13,2613.68361738744,0
Female,Yes,No,0,2,67.73,364.8145979892222,0
Female,No,No,0,12,89.73,1379.495737608706,0
Female,Yes,Yes,0,60,44.75,2839.5776844794264,0
Male,Yes,Yes,0,70,114.52,8000.0,0
Male,Yes,Yes,0,51,57.06,3166.0580145692834,1
Female,Yes,No,0,37,34.58,1269.1532064548203,0
Female,Yes,No,0,53,100.56,5764.748374709343,1
Male,No,No,1,23,78.69,1597.617636259137,0
Male,No,Yes,0,70,90.96,5588.633365817599,0
Male,No,No,0,10,80.62,1837.6831721099852,1
Male,Yes,No,0,48,64.83,3011.588501476767,0
Female,Yes,No,1,70,47.47,2436.3323814628957,0
Female,No,No,1,21,81.98,2308.9119024909196,0
Male,Yes,No,1,71,83.12,6487.746299086522,0
Male,No,No,0,2,59.25,451.7612784485854,0
Female,Yes,No,0,68,52.21,4145.114380233076,0
Female,No,No,0,11,101.06,1770.5400078833852,0
Female,Yes,No,0,13,59.45,60.400876094004616,1
Male,Yes,Yes,0,42,96.2,4354.186500545973,1
Female,No,Yes,0,69,69.78,4503.124688930435,1
Male,Yes,No,0,56,58.78,3308.481745743451,0
Male,No,Yes,0,67,82.1,4919.834482807044,0
Male,Yes,Yes,0,22,117.75,2033.6532044401188,0
Female,No,No,0,34,75.3,2154.859134285231,0
Female,Yes,Yes,0,31,59.26,2325.0913649086897,0
Male,No,No,0,18,76.09,1828.834432375691,0
Female,No,No,0,49,61.94,2830.688699409126,0
Male,No,No,0,53,69.91,2683.180621309481,0
Female,No,Yes,0,54,78.39,4053.6589498202493,0
Male,No,No,1,61,69.69,4412.3995461393315,0
Male,No,No,1,8,36.5,392.74263772129177,0
Female,Yes,No,0,24,33.05,128.8580053815499,1
Female,No,No,0,72,77.17,5844.11827116676,0
Male,Yes,Yes,0,7,65.54,765.3042558105085,0
Female,Yes,No,0,14,44.11,867.7457852756743,0
Male,No,Yes,0,11,86.89,1095.7426042339198,0
Male,No,No,0,24,55.48,1386.0606981690032,1
Male,Yes,No,0,41,76.47,2872.1883205316867,0
Male,No,No,0,4,48.79,0.0,1
Male,No,No,0,18,104.22,1319.6418012333504,1
Male,No,Yes,0,10,68.56,633.6611904657008,1
Male,No,No,0,55,46.46,3158.5170121580372,0
Male,Yes,No,0,40,84.4,2483.9690672449624,0
Female,No,No,0,31,35.76,1648.3447809239087,0
Female,Yes,Yes,0,43,62.77,2625.2723651387278,0
Male,No,No,0,26,18.0,681.760715390466,0
Male,No,No,0,68,67.94,3755.339469215618,1
Male,No,Yes,0,41,77.73,2685.2323234364944,1
Female,No,No,0,39,59.1,1266.6675576516684,1
Male,Yes,Yes,0,17,102.79,1332.1526699779117,1
Male,No,No,0,25,112.8,2297.75980598345,0
Male,No,Yes,0,51,61.91,2143.1568202767808,0
Female,Yes,No,1,32,120.0,4165.130174684241,1
Female,Yes,No,1,26,65.41,1357.6324242054616,0
Female,No,No,0,62,78.57,4629.188998570643,1
Male,No,No,0,68,41.83,3649.0443048179613,0
Male,No,No,0,8,82.06,625.4895128878384,1
Female,No,Yes,0,35,43.42,1878.6297176494238,0
Male,Yes,No,1,45,45.79,1966.8953670743774,1
Female,Yes,No,0,53,84.98,4701.2817809140715,1
Female,No,No,0,21,90.93,2065.144247200762,0
Male,No,No,0,51,51.2,3128.4732355531364,0
Male,Yes,Yes,0,18,57.48,1054.679226805262,0
Male,No,No,0,62,120.0,6924.6364519905555,0
Male,No,Yes,1,68,100.2,6259.1736331463935,1
Female,No,No,1,44,34.03,2728.3345189481915,0
Female,No,Yes,0,40,60.95,3241.354397481159,0
Female,No,No,0,8,90.3,1873.625440707864,0
Female,Yes,No,0,1,95.53,95.53,1
Female,No,No,0,51,104.75,5463.094391196525,0
Female,Yes,No,0,65,31.62,2384.9453485048125,0
Male,No,Yes,0,65,18.31,1534.7025625835674,0
Female,Yes,No,0,13,68.76,1048.1875257903553,0
Male,No,No,0,39,89.49,3323.3381242883447,0
Male,No,Yes,1,17,77.07,1426.6150514980025,0
Female,Yes,Yes,0,39,37.46,1505.3244037007535,0
Female,No,No,0,27,64.48,1601.6003601524837,0
Male,Yes,No,0,2,54.44,0.0,1
Male,Yes,No,0,63,81.46,5299.576951192351,0
Female,No,No,0,2,69.75,680.5205614353451,0
Female,No,No,0,70,27.96,2922.39302696699,0
Male,Yes,No,0,49,61.44,3030.2538898137545,0
Female,No,No,0,29,107.1,3406.550959376995,1
Female,No,Yes,0,65,41.08,2821.983170070289,0
Female,Yes,Yes,1,72,64.86,5387.775897761928,0
Female,No,Yes,0,6,86.16,1138.3949850514032,0
Female,No,No,0,59,69.04,3693.9485787260014,0
Male,Yes,No,0,37,58.35,1630.5011240919275,1
Female,No,No,0,19,57.81,141.0764244631166,0
Female,No,Yes,0,50,112.5,5111.0426759215125,0
Male,No,No,0,51,56.06,1942.7605960635326,1
Male,No,No,0,35,57.53,1928.5255207138578,0
Female,No,No,0,7,54.36,0.0,0
Female,Yes,No,0,20,56.53,1476.404849602995,1
Male,No,Yes,0,31,81.5,2359.791200857136,0
Female,Yes,No,0,15,49.34,286.58592320723034,0
Female,Yes,Yes,0,28,69.08,1600.0379098930805,0
Female,No,No,0,36,68.75,2374.820402951316,0
Male,No,No,0,51,58.67,3041.8962872770862,0
Female,Yes,No,0,10,89.05,762.044382729426,0
Female,No,Yes,0,24,59.03,2109.1297987026005,0
Male,No,No,0,34,98.62,3286.7194314203025,0
Female,Yes,Yes,1,50,51.84,2710.4857367375835,0
Female,No,No,0,8,105.61,1118.585938781801,1
Female,No,Yes,0,22,73.24,1621.7980333402274,0
Female,No,No,0,15,87.32,1567.240943045986,0
Male,No,No,1,60,72.42,4233.460873303137,0
Male,Yes,No,0,54,85.37,4479.174421454085,0
Female,No,No,0,46,120.0,6422.635175806103,0
Female,Yes,No,1,60,59.53,3502.5470896137076,0
Female,Yes,No,1,26,85.03,2189.65498494333,0
Female,No,No,0,51,81.83,4380.733664112467,0
Male,No,No,1,51,65.04,3181.0280988817613,0
Male,No,No,0,62,86.05,5156.51493913535,0
Male,Yes,No,0,35,90.71,3743.433273657406,0
Female,Yes,No,0,37,103.99,3685.1502569044824,0
Female,Yes,No,0,54,60.43,3437.773578334517,0
Female,No,No,0,69,20.38,940.5858113767313,0
Male,No,No,0,2,76.17,93.37437372261444,0
Male,No,No,0,48,35.97,1353.8968276515163,0
Male,No,No,0,44,86.42,4577.241626153665,0
Male,No,No,1,23,50.27,914.0785702666162,0
Male,No,Yes,1,10,120.0,2001.2847156504672,0
Female,No,No,0,1,32.84,32.84,0
Female,No,No,0,7,77.6,572.575639702457,0
Female,No,No,0,27,86.46,2870.229372820675,0
Male,Yes,No,0,20,58.39,1465.7405177846092,0
Female,No,No,0,19,68.92,1247.1494596690923,0
Female,Yes,No,0,64,114.29,7532.42321923628,1
Male,No,Yes,0,19,59.12,694.2893900700719,0
Male,No,Yes,0,11,37.82,253.95138297369573,0
Male,No,No,0,8,100.86,335.3466067198926,0
Female,Yes,Yes,0,38,38.45,1107.3218789955547,0
Male,Yes,No,0,20,73.46,1164.2532218796405,0
Female,Yes,No,1,50,41.79,2125.24697413492,1
Female,No,No,1,56,63.34,2918.5223570131275,0
Male,Yes,No,0,51,112.85,5925.634849311206,0
Female,No,No,0,52,46.9,2134.16106521077,0
Male,No,Yes,0,4,78.47,0.0,0
Male,Yes,No,1,57,109.23,6930.29161772175,0
Female,No,Yes,0,54,120.0,5581.904400440787,0
Female,Yes,No,0,62,86.98,6030.553161811742,1
Female,Yes,No,0,40,38.37,1479.5989088048668,0
Male,No,No,0,26,63.07,2020.7195151269916,1
Female,No,Yes,0,21,47.83,1735.6065574404952,0
Male,Yes,No,1,23,47.91,1196.935352513737,0
Male,No,No,0,39,82.58,3891.9996069900526,1
Female,No,No,1,53,77.85,3863.928113397402,0
Female,Yes,No,0,72,78.03,5404.257396735006,1
Female,Yes,Yes,0,9,49.47,1167.3791646066943,0
Female,No,No,0,33,73.18,2098.4333468069563,1
Male,No,No,0,5,66.48,501.0875712380664,1
Female,No,No,1,46,54.27,2555.243522624185,1
Male,Yes,Yes,0,39,65.12,2824.1698044088744,0
Female,No,No,0,63,72.06,4788.657953305874,0
Female,No,No,0,22,78.61,1570.2802766890932,0
Female,Yes,No,0,8,60.61,0.0,0
Male,No,Yes,0,40,43.05,2109.1888798862897,0
Female,No,No,0,15,74.84,1125.1425981563348,1
Male,No,No,0,28,87.19,3261.9200440066884,1
Female,Yes,No,0,39,96.93,3197.4791756564555,0
Female,Yes,Yes,0,10,59.37,454.5505871958024,0
Male,No,No,0,49,112.96,6092.480286299036,0
Male,No,No,0,65,90.02,6091.075949409469,0
Female,No,No,0,40,116.47,5097.834078754683,0
Female,Yes,No,0,21,95.43,1712.4830360036985,1
Male,Yes,Yes,0,5,87.54,508.26749242139385,1
Female,No,No,0,59,62.17,4600.331724907086,0
Male,No,No,0,61,92.65,5872.297583658309,0
Female,No,Yes,0,71,48.6,3866.6334649147648,0
Male,No,No,1,19,80.59,1957.9904839582707,1
Male,No,No,0,43,49.1,1390.0271548473763,0
Male,Yes,No,0,12,110.79,1600.169705290305,0
Male,No,No,0,12,61.6,520.4713432862286,0
Male,Yes,No,0,67,93.71,6382.354464478533,0
Female,No,No,0,62,79.76,4054.058219201289,0
Female,No,No,0,3,68.05,127.06715496995359,0
Female,Yes,No,1,4,90.58,0.0,1
Female,Yes,No,0,24,99.94,2719.1013945624995,0
Female,Yes,No,0,70,70.81,4434.012241546583,0
Female,Yes,Yes,0,56,67.49,4720.019070985123,0
Female,Yes,No,0,48,71.47,3484.7861023053456,0
Female,No,No,0,24,83.03,1629.6498664332994,0
Female,Yes,Yes,0,12,106.41,1528.9374090234664,0
Male,No,No,0,29,74.1,2456.9518561919504,1
Male,Yes,No,0,10,94.24,1037.0979740645919,0
Female,No,Yes,0,46,70.63,4217.349687811274,0
Male,No,No,1,27,36.89,1108.375040254675,0
Female,Yes,No,1,27,42.63,1597.5207820775195,0
Male,No,No,0,19,76.51,978.0839007919037,1
Male,No,No,0,47,115.83,4854.185418423635,1
Male,No,Yes,0,53,82.92,3788.450467069394,0
Female,Yes,No,0,18,26.28,1064.6752765108486,0
Female,Yes,No,0,59,78.65,4410.765026403553,1
Female,No,No,0,53,57.45,3428.5947071616524,0
Female,No,Yes,0,27,110.2,3811.293519875734,0
Male,No,No,0,65,87.14,5290.917031169227,1
Female,No,No,0,34,61.85,1841.6782209454595,0
Male,No,No,0,8,73.25,0.0,1
Female,No,No,0,17,120.0,2395.0162784656477,0
Male,Yes,No,0,33,59.51,1115.632518853837,0
Male,No,No,0,15,43.45,241.59443810509322,1
Male,No,Yes,0,6,88.28,77.95283965222251,0
Male,Yes,No,1,39,111.27,4170.498100764375,1
Female,Yes,Yes,1,7,30.91,113.59818377766439,0
Female,Yes,No,0,51,87.58,4794.661056598186,0
Male,No,No,0,68,92.79,6693.318032134039,0
Female,No,No,1,62,77.48,4984.126923185821,0
Female,No,No,0,47,77.55,3599.28550846816,0
Male,No,Yes,0,46,68.3,3390.169021169617,0
Female,Yes,No,0,21,94.38,2851.8573188007217,0
Female,No,No,0,33,82.11,2617.5917482383634,0
Female,Yes,No,0,26,78.01,1481.7351951710953,0
Male,No,No,0,59,74.0,4976.786168420371,0
Female,Yes,No,0,5,47.57,532.4054027741648,1
Male,Yes,No,0,58,29.38,1226.1388388031116,1
Male,Yes,Yes,0,61,109.29,6438.763455746234,0
Male,No,No,0,55,79.67,4038.4588857240865,1
Female,No,No,1,60,41.1,2689.9359774898526,0
Female,No,No,0,7,45.9,652.1454284263,1
Female,Yes,No,0,34,95.83,2797.6922616066477,0
Male,No,Yes,0,22,95.96,2660.4176113355393,0
Female,Yes,No,0,6,99.8,0.0,0
Male,No,No,0,61,116.83,7098.430319547336,0
Female,No,No,0,7,66.66,686.4402700244365,1
Male,No,No,0,59,63.23,3761.235551582717,0
Female,Yes,No,1,11,97.48,878.1632932360998,1
Female,No,Yes,0,49,45.96,2626.0004503452087,0
Female,No,Yes,1,48,69.2,3867.9852556591313,0
Male,Yes,Yes,1,40,88.65,4288.313661969015,1
Male,Yes,No,0,34,85.39,3920.5992211696766,0
Female,No,No,0,55,120.0,6819.892528725864,0
Male,No,No,1,66,71.74,4428.58298190208,0
Male,Yes,No,0,29,62.14,830.0703241107001,0
Male,No,No,0,26,106.92,3290.8994962470597,1
Female,No,No,0,39,36.93,1656.2573155100026,0
Female,Yes,Yes,0,49,70.72,3167.4079870800083,0
Female,Yes,Yes,0,48,95.49,3513.8143825172065,1
Male,No,Yes,0,13,67.01,761.6673277615636,0
Female,Yes,Yes,0,29,89.58,3590.1415861086975,0
Male,Yes,Yes,0,6,95.55,1059.6406869363025,0
Male,No,No,0,66,56.01,4354.366820757508,0
Female,No,No,0,30,58.54,3191.7129496739526,0
Female,Yes,No,0,32,35.99,1227.4565208221147,0
Female,No,No,0,32,77.09,3246.3562244358836,1
Male,Yes,No,0,44,60.41,1992.8073928853642,0
Male,Yes,No,1,22,100.1,1659.318787917688,0
Female,Yes,No,0,27,90.06,1627.7347644119804,0
Male,Yes,No,1,38,59.3,2438.784340590978,0
Female,No,Yes,1,30,88.4,2298.8226144899454,1
Female,No,No,0,25,46.65,1442.9366061345002,0
